support,itemsets,length
0.014354066985645933,frozenset({'comes'}),1
0.012187415365171076,frozenset({'complete'}),1
0.016972104360386386,frozenset({'condition'}),1
0.021756793355601697,frozenset({'copy'}),1
0.0605759682224429,frozenset({'could'}),1
0.028347025367879388,frozenset({'couldnt'}),1
0.011104089554933647,frozenset({'couple'}),1
0.01254852396858355,frozenset({'course'}),1
0.013812404080527219,frozenset({'cover'}),1
0.01263880111943667,frozenset({'covers'}),1
0.012909632571996028,frozenset({'daughter'}),1
0.025187325088020223,frozenset({'day'}),1
0.015347115645030242,frozenset({'days'}),1
0.024013722126929673,frozenset({'definitely'}),1
0.010472149498961813,frozenset({'depth'}),1
0.015256838494177125,frozenset({'detail'}),1
0.01074298095152117,frozenset({'detailed'}),1
0.012819355421142908,frozenset({'details'}),1
0.012277692516024194,frozenset({'development'}),1
0.03593030603954139,frozenset({'didnt'}),1
0.03015256838494177,frozenset({'different'}),1
0.012999909722849147,frozenset({'difficult'}),1
0.01769432156721134,frozenset({'disappointed'}),1
0.019951250338539315,frozenset({'doesnt'}),1
0.021034576148776744,frozenset({'done'}),1
0.06039541392073666,frozenset({'dont'}),1
0.05091631308115916,frozenset({'easy'}),1
0.014805452739911528,frozenset({'edition'}),1
0.013270741175408505,frozenset({'else'}),1
0.03593030603954139,frozenset({'end'}),1
0.017784598718064457,frozenset({'ending'}),1
0.012458246817730433,frozenset({'english'}),1
0.03240949715626975,frozenset({'enjoy'}),1
0.014805452739911528,frozenset({'enjoyable'}),1
0.04983298727092173,frozenset({'enjoyed'}),1
0.02428455357948903,frozenset({'enough'}),1
0.016069332851855196,frozenset({'entertaining'}),1
0.023652613523517198,frozenset({'especially'}),1
0.012367969666877313,frozenset({'etc'}),1
0.06409677710571454,frozenset({'even'}),1
0.05181908458969035,frozenset({'ever'}),1
0.052180193193102825,frozenset({'every'}),1
0.02446510788119527,frozenset({'everyone'}),1
0.02247901056242665,frozenset({'everything'}),1
0.013451295477114742,frozenset({'examples'}),1
0.05461767626613704,frozenset({'excellent'}),1
0.013541572627967862,frozenset({'exciting'}),1
0.015437392795883362,frozenset({'experience'}),1
0.01263880111943667,frozenset({'extremely'}),1
0.014083235533086576,frozenset({'fact'}),1
0.0274442538593482,frozenset({'family'}),1
0.023020673467545365,frozenset({'fan'}),1
0.012187415365171076,frozenset({'fantastic'}),1
0.026270650898257652,frozenset({'far'}),1
0.011194366705786765,frozenset({'fascinating'}),1
0.01173602961090548,frozenset({'fast'}),1
0.030965062742619842,frozenset({'favorite'}),1
0.028527579669585627,frozenset({'feel'}),1
0.016069332851855196,frozenset({'felt'}),1
0.01652071860612079,frozenset({'fiction'}),1
0.05497878486954952,frozenset({'find'}),1
0.01065270380066805,frozenset({'finish'}),1
0.018055430170623814,frozenset({'finished'}),1
0.08964521079714724,frozenset({'first'}),1
0.01652071860612079,frozenset({'follow'}),1
0.014263789834792814,frozenset({'forward'}),1
0.06364539135144895,frozenset({'found'}),1
0.01462489843820529,frozenset({'friend'}),1
0.021124853299629865,frozenset({'friends'}),1
0.023291504920104723,frozenset({'full'}),1
0.029701182630676178,frozenset({'fun'}),1
0.020763744696217386,frozenset({'funny'}),1
0.01074298095152117,frozenset({'future'}),1
0.01832626162318317,frozenset({'gave'}),1
0.08161054437121965,frozenset({'get'}),1
0.012458246817730433,frozenset({'gets'}),1
0.0137221269296741,frozenset({'getting'}),1
0.016340164304414553,frozenset({'gift'}),1
0.010111040895549336,frozenset({'girl'}),1
0.03611086034124763,frozenset({'give'}),1
0.015076284192470885,frozenset({'given'}),1
0.022840119165839126,frozenset({'gives'}),1
0.012006861063464836,frozenset({'glad'}),1
0.016159610002708314,frozenset({'god'}),1
0.011555475309199242,frozenset({'goes'}),1
0.03231922000541663,frozenset({'going'}),1
0.15491559086395235,frozenset({'good'}),1
0.037465017604044415,frozenset({'got'}),1
0.17450573259907917,frozenset({'great'}),1
0.016972104360386386,frozenset({'guide'}),1
0.010472149498961813,frozenset({'half'}),1
0.010291595197255575,frozenset({'happen'}),1
0.01263880111943667,frozenset({'happy'}),1
0.028347025367879388,frozenset({'hard'}),1
0.016249887153561432,frozenset({'heart'}),1
0.028708133971291867,frozenset({'help'}),1
0.013090186873702265,frozenset({'helped'}),1
0.019951250338539315,frozenset({'helpful'}),1
0.018235984472330054,frozenset({'high'}),1
0.04865938430983118,frozenset({'highly'}),1
0.014083235533086576,frozenset({'historical'}),1
0.036833077548072586,frozenset({'history'}),1
0.01462489843820529,frozenset({'home'}),1
0.018777647377448768,frozenset({'hope'}),1
0.031867834251151035,frozenset({'however'}),1
0.014534621287352171,frozenset({'human'}),1
0.013090186873702265,frozenset({'humor'}),1
0.010291595197255575,frozenset({'idea'}),1
0.015166561343324005,frozenset({'ideas'}),1
0.013451295477114742,frozenset({'illustrations'}),1
0.014444344136499051,frozenset({'important'}),1
0.04342330956035027,frozenset({'information'}),1
0.014534621287352171,frozenset({'informative'}),1
0.01254852396858355,frozenset({'insight'}),1
0.010923535253227408,frozenset({'instead'}),1
0.01272907827028979,frozenset({'interest'}),1
0.026451205199963888,frozenset({'interested'}),1
0.05570100207637447,frozenset({'interesting'}),1
0.015076284192470885,frozenset({'isnt'}),1
0.05181908458969035,frozenset({'ive'}),1
0.020854021847070508,frozenset({'job'}),1
0.01074298095152117,frozenset({'john'}),1
0.0293400740272637,frozenset({'keep'}),1
0.014354066985645933,frozenset({'kept'}),1
0.015979055701002075,frozenset({'kids'}),1
0.015166561343324005,frozenset({'kind'}),1
0.012097138214317956,frozenset({'knew'}),1
0.059312088110499234,frozenset({'know'}),1
0.01074298095152117,frozenset({'knowledge'}),1
0.01643044145526767,frozenset({'language'}),1
0.025006770786313984,frozenset({'last'}),1
0.026270650898257652,frozenset({'learn'}),1
0.011194366705786765,frozenset({'learned'}),1
0.013451295477114742,frozenset({'learning'}),1
0.013090186873702265,frozenset({'least'}),1
0.014895729890764648,frozenset({'left'}),1
0.01254852396858355,frozenset({'less'}),1
0.011826306761758599,frozenset({'let'}),1
0.01733321296379886,frozenset({'library'}),1
0.08242303872889771,frozenset({'life'}),1
0.01065270380066805,frozenset({'light'}),1
0.1344226776202943,frozenset({'like'}),1
0.02247901056242665,frozenset({'liked'}),1
0.013180464024555385,frozenset({'line'}),1
0.05434684481357768,frozenset({'little'}),1
0.012097138214317956,frozenset({'live'}),1
0.016249887153561432,frozenset({'lives'}),1
0.030062291234088653,frozenset({'long'}),1
0.03412476302247901,frozenset({'look'}),1
0.03529836598356956,frozenset({'looking'}),1
0.011013812404080527,frozenset({'lost'}),1
0.04188859799584725,frozenset({'lot'}),1
0.013180464024555385,frozenset({'lots'}),1
0.09777015437392796,frozenset({'love'}),1
0.04784688995215311,frozenset({'loved'}),1
0.012909632571996028,frozenset({'loves'}),1
0.0407149950347567,frozenset({'made'}),1
0.014805452739911528,frozenset({'main'}),1
0.051096867382865396,frozenset({'make'}),1
0.03890945201769432,frozenset({'makes'}),1
0.013992958382233456,frozenset({'making'}),1
0.02238873341157353,frozenset({'man'}),1
0.08179109867292589,frozenset({'many'}),1
0.010201318046402456,frozenset({'material'}),1
0.02428455357948903,frozenset({'may'}),1
0.014805452739911528,frozenset({'might'}),1
0.01868737022659565,frozenset({'mind'}),1
0.021395684752189222,frozenset({'money'}),1
0.011013812404080527,frozenset({'mother'}),1
0.018416538774036293,frozenset({'movie'}),1
0.08630495621558183,frozenset({'much'}),1
0.055881556378080705,frozenset({'must'}),1
0.015076284192470885,frozenset({'mystery'}),1
0.03231922000541663,frozenset({'need'}),1
0.013361018326261622,frozenset({'needed'}),1
0.011013812404080527,frozenset({'needs'}),1
0.04983298727092173,frozenset({'never'}),1
0.06256206554121152,frozenset({'new'}),1
0.03033312268664801,frozenset({'next'}),1
0.01643044145526767,frozenset({'nice'}),1
0.010020763744696218,frozenset({'night'}),1
0.020131804640245554,frozenset({'nothing'}),1
0.04224970659925973,frozenset({'novel'}),1
0.016069332851855196,frozenset({'novels'}),1
0.015979055701002075,frozenset({'often'}),1
0.03999277782793175,frozenset({'old'}),1
0.20673467545364269,frozenset({'one'}),1
0.010201318046402456,frozenset({'ones'}),1
0.012819355421142908,frozenset({'order'}),1
0.011916583912611719,frozenset({'original'}),1
0.020312358941951793,frozenset({'others'}),1
0.01272907827028979,frozenset({'overall'}),1
0.025006770786313984,frozenset({'page'}),1
0.029610905479823056,frozenset({'pages'}),1
0.02148596190304234,frozenset({'part'}),1
0.010381872348108693,frozenset({'parts'}),1
0.01263880111943667,frozenset({'past'}),1
0.05877042520538052,frozenset({'people'}),1
0.01850681592488941,frozenset({'perfect'}),1
0.018416538774036293,frozenset({'person'}),1
0.015166561343324005,frozenset({'personal'}),1
0.010020763744696218,frozenset({'perspective'}),1
0.015979055701002075,frozenset({'pictures'}),1
0.01670127290782703,frozenset({'place'}),1
0.028527579669585627,frozenset({'plot'}),1
0.019048478830008125,frozenset({'point'}),1
0.015708224248442718,frozenset({'pretty'}),1
0.015708224248442718,frozenset({'price'}),1
0.018055430170623814,frozenset({'probably'}),1
0.010020763744696218,frozenset({'problem'}),1
0.013270741175408505,frozenset({'problems'}),1
0.013902681231380337,frozenset({'provides'}),1
0.012819355421142908,frozenset({'purchase'}),1
0.0156179470975896,frozenset({'purchased'}),1
0.060034305317324184,frozenset({'put'}),1
0.011104089554933647,frozenset({'questions'}),1
0.014805452739911528,frozenset({'quick'}),1
0.02446510788119527,frozenset({'quite'}),1
0.011826306761758599,frozenset({'rather'}),1
0.3473864764828022,frozenset({'read'}),1
0.03574975173783516,frozenset({'reader'}),1
0.018416538774036293,frozenset({'readers'}),1
0.12701995125033855,frozenset({'reading'}),1
0.03593030603954139,frozenset({'real'}),1
0.10291595197255575,frozenset({'really'}),1
0.01065270380066805,frozenset({'received'}),1
0.011826306761758599,frozenset({'recipes'}),1
0.08955493364629412,frozenset({'recommend'}),1
0.023652613523517198,frozenset({'recommended'}),1
0.01787487586891758,frozenset({'reference'}),1
0.010562426649814933,frozenset({'rest'}),1
0.016881827209533268,frozenset({'review'}),1
0.013451295477114742,frozenset({'reviews'}),1
0.024916493635460866,frozenset({'right'}),1
0.013090186873702265,frozenset({'romance'}),1
0.01769432156721134,frozenset({'said'}),1
0.034485871625891486,frozenset({'say'}),1
0.022117901959014172,frozenset({'school'}),1
0.01787487586891758,frozenset({'second'}),1
0.0430622009569378,frozenset({'see'}),1
0.011194366705786765,frozenset({'seem'}),1
0.01462489843820529,frozenset({'seems'}),1
0.012187415365171076,frozenset({'seen'}),1
0.01462489843820529,frozenset({'sense'}),1
0.050374650176040446,frozenset({'series'}),1
0.01263880111943667,frozenset({'set'}),1
0.01832626162318317,frozenset({'several'}),1
0.01977069603683308,frozenset({'short'}),1
0.015347115645030242,frozenset({'shows'}),1
0.018235984472330054,frozenset({'simple'}),1
0.012819355421142908,frozenset({'simply'}),1
0.022208179109867294,frozenset({'since'}),1
0.013812404080527219,frozenset({'small'}),1
0.01832626162318317,frozenset({'someone'}),1
0.029159519725557463,frozenset({'something'}),1
0.011645752460052361,frozenset({'sometimes'}),1
0.011826306761758599,frozenset({'son'}),1
0.015166561343324005,frozenset({'stars'}),1
0.021576239053895458,frozenset({'start'}),1
0.019860973187686197,frozenset({'started'}),1
0.05001354157262797,frozenset({'still'}),1
0.036020583190394515,frozenset({'stories'}),1
0.1325268574523788,frozenset({'story'}),1
0.011374921007493004,frozenset({'students'}),1
0.012819355421142908,frozenset({'study'}),1
0.011645752460052361,frozenset({'stuff'}),1
0.02238873341157353,frozenset({'style'}),1
0.014354066985645933,frozenset({'subject'}),1
0.0194095874334206,frozenset({'sure'}),1
0.026090096596551413,frozenset({'take'}),1
0.01832626162318317,frozenset({'takes'}),1
0.012006861063464836,frozenset({'tale'}),1
0.01363184977882098,frozenset({'tell'}),1
0.012006861063464836,frozenset({'tells'}),1
0.016972104360386386,frozenset({'text'}),1
0.012819355421142908,frozenset({'thank'}),1
0.014263789834792814,frozenset({'thats'}),1
0.021756793355601697,frozenset({'thing'}),1
0.032499774307122864,frozenset({'things'}),1
0.060485691071589784,frozenset({'think'}),1
0.01272907827028979,frozenset({'thinking'}),1
0.030423399837501128,frozenset({'though'}),1
0.04369414101290963,frozenset({'thought'}),1
0.01272907827028979,frozenset({'three'}),1
0.10219373476573079,frozenset({'time'}),1
0.036833077548072586,frozenset({'times'}),1
0.012277692516024194,frozenset({'title'}),1
0.010923535253227408,frozenset({'today'}),1
0.01643044145526767,frozenset({'together'}),1
0.013902681231380337,frozenset({'told'}),1
0.014263789834792814,frozenset({'took'}),1
0.02356233637266408,frozenset({'true'}),1
0.019229033131714365,frozenset({'truly'}),1
0.012909632571996028,frozenset({'try'}),1
0.014083235533086576,frozenset({'trying'}),1
0.0331317143630947,frozenset({'two'}),1
0.010381872348108693,frozenset({'type'}),1
0.0350275345310102,frozenset({'understand'}),1
0.014986007041617767,frozenset({'understanding'}),1
0.03277060575968222,frozenset({'use'}),1
0.03222894285456351,frozenset({'used'}),1
0.016159610002708314,frozenset({'useful'}),1
0.01471517558905841,frozenset({'using'}),1
0.013902681231380337,frozenset({'version'}),1
0.012277692516024194,frozenset({'view'}),1
0.01977069603683308,frozenset({'wait'}),1
0.05236074749480906,frozenset({'want'}),1
0.017242935812945743,frozenset({'wanted'}),1
0.010381872348108693,frozenset({'wants'}),1
0.0137221269296741,frozenset({'war'}),1
0.0137221269296741,frozenset({'wasnt'}),1
0.06689536878216124,frozenset({'way'}),1
0.10481177214047124,frozenset({'well'}),1
0.012187415365171076,frozenset({'went'}),1
0.020854021847070508,frozenset({'whole'}),1
0.01868737022659565,frozenset({'wish'}),1
0.010381872348108693,frozenset({'within'}),1
0.026090096596551413,frozenset({'without'}),1
0.012006861063464836,frozenset({'woman'}),1
0.011645752460052361,frozenset({'women'}),1
0.05001354157262797,frozenset({'wonderful'}),1
0.013812404080527219,frozenset({'wont'}),1
0.010020763744696218,frozenset({'word'}),1
0.020944298997923626,frozenset({'words'}),1
0.04712467274532816,frozenset({'work'}),1
0.01661099575697391,frozenset({'works'}),1
0.04179832084499413,frozenset({'world'}),1
0.036020583190394515,frozenset({'worth'}),1
0.12124221359573892,frozenset({'would'}),1
0.015527669946736482,frozenset({'write'}),1
0.017965153019770697,frozenset({'writer'}),1
0.04396497246546899,frozenset({'writing'}),1
0.07610363816917938,frozenset({'written'}),1
0.010472149498961813,frozenset({'wrong'}),1
0.026812313803376366,frozenset({'year'}),1
0.05497878486954952,frozenset({'years'}),1
0.026090096596551413,frozenset({'yet'}),1
0.014805452739911528,frozenset({'youll'}),1
0.0232012277692516,frozenset({'young'}),1
0.015527669946736482,frozenset({'youre'}),1
0.01363184977882098,"frozenset({'able', 'book'})",2
0.010562426649814933,"frozenset({'absolutely', 'book'})",2
0.014895729890764648,"frozenset({'actually', 'book'})",2
0.014444344136499051,"frozenset({'ago', 'book'})",2
0.010381872348108693,"frozenset({'ago', 'read'})",2
0.01462489843820529,"frozenset({'ago', 'years'})",2
0.01769432156721134,"frozenset({'book', 'almost'})",2
0.012006861063464836,"frozenset({'along', 'book'})",2
0.013270741175408505,"frozenset({'already', 'book'})",2
0.051096867382865396,"frozenset({'also', 'book'})",2
0.012367969666877313,"frozenset({'books', 'also'})",2
0.012909632571996028,"frozenset({'good', 'also'})",2
0.0156179470975896,"frozenset({'also', 'great'})",2
0.015888778550148957,"frozenset({'one', 'also'})",2
0.025638710842285816,"frozenset({'read', 'also'})",2
0.010111040895549336,"frozenset({'story', 'also'})",2
0.01859709307574253,"frozenset({'book', 'although'})",2
0.022027624808161055,"frozenset({'always', 'book'})",2
0.01254852396858355,"frozenset({'always', 'read'})",2
0.017152658662092625,"frozenset({'amazing', 'book'})",2
0.024103999277782794,"frozenset({'book', 'another'})",2
0.010020763744696218,"frozenset({'one', 'another'})",2
0.014083235533086576,"frozenset({'read', 'another'})",2
0.04757605849959375,"frozenset({'book', 'anyone'})",2
0.01363184977882098,"frozenset({'great', 'anyone'})",2
0.012458246817730433,"frozenset({'one', 'anyone'})",2
0.024555385032048387,"frozenset({'read', 'anyone'})",2
0.022208179109867294,"frozenset({'recommend', 'anyone'})",2
0.017784598718064457,"frozenset({'would', 'anyone'})",2
0.011645752460052361,"frozenset({'book', 'anything'})",2
0.013180464024555385,"frozenset({'around', 'book'})",2
0.04748578134874063,"frozenset({'author', 'book'})",2
0.013361018326261622,"frozenset({'books', 'author'})",2
0.011374921007493004,"frozenset({'author', 'great'})",2
0.01579850139929584,"frozenset({'author', 'one'})",2
0.026722036652523245,"frozenset({'author', 'read'})",2
0.010381872348108693,"frozenset({'author', 'reading'})",2
0.011555475309199242,"frozenset({'author', 'story'})",2
0.01787487586891758,"frozenset({'authors', 'book'})",2
0.013992958382233456,"frozenset({'away', 'book'})",2
0.024103999277782794,"frozenset({'back', 'book'})",2
0.013270741175408505,"frozenset({'back', 'read'})",2
0.012458246817730433,"frozenset({'bad', 'book'})",2
0.013270741175408505,"frozenset({'beautiful', 'book'})",2
0.012999909722849147,"frozenset({'believe', 'book'})",2
0.057145436490024376,"frozenset({'best', 'book'})",2
0.023833167825223437,"frozenset({'books', 'best'})",2
0.019860973187686197,"frozenset({'ever', 'best'})",2
0.012006861063464836,"frozenset({'good', 'best'})",2
0.012458246817730433,"frozenset({'best', 'great'})",2
0.01462489843820529,"frozenset({'ive', 'best'})",2
0.03412476302247901,"frozenset({'one', 'best'})",2
0.0388191748668412,"frozenset({'best', 'read'})",2
0.010111040895549336,"frozenset({'story', 'best'})",2
0.04197887514670037,"frozenset({'better', 'book'})",2
0.01263880111943667,"frozenset({'books', 'better'})",2
0.011826306761758599,"frozenset({'good', 'better'})",2
0.010381872348108693,"frozenset({'like', 'better'})",2
0.012006861063464836,"frozenset({'much', 'better'})",2
0.014444344136499051,"frozenset({'one', 'better'})",2
0.021124853299629865,"frozenset({'read', 'better'})",2
0.012097138214317956,"frozenset({'better', 'would'})",2
0.011826306761758599,"frozenset({'big', 'book'})",2
0.016881827209533268,"frozenset({'bit', 'book'})",2
0.09695766001624989,"frozenset({'books', 'book'})",2
0.01263880111943667,"frozenset({'boring', 'book'})",2
0.03168727994944479,"frozenset({'bought', 'book'})",2
0.026992868105082602,"frozenset({'buy', 'book'})",2
0.012458246817730433,"frozenset({'came', 'book'})",2
0.026270650898257652,"frozenset({'cant', 'book'})",2
0.012909632571996028,"frozenset({'book', 'chapter'})",2
0.019680418885979958,"frozenset({'character', 'book'})",2
0.048027444253859346,"frozenset({'characters', 'book'})",2
0.013090186873702265,"frozenset({'child', 'book'})",2
0.01769432156721134,"frozenset({'children', 'book'})",2
0.013361018326261622,"frozenset({'class', 'book'})",2
0.012097138214317956,"frozenset({'classic', 'book'})",2
0.010923535253227408,"frozenset({'clear', 'book'})",2
0.018416538774036293,"frozenset({'come', 'book'})",2
0.010381872348108693,"frozenset({'comes', 'book'})",2
0.01363184977882098,"frozenset({'condition', 'book'})",2
0.01670127290782703,"frozenset({'copy', 'book'})",2
0.04558996118082513,"frozenset({'book', 'could'})",2
0.021576239053895458,"frozenset({'couldnt', 'book'})",2
0.010381872348108693,"frozenset({'cover', 'book'})",2
0.010923535253227408,"frozenset({'covers', 'book'})",2
0.017423490114651982,"frozenset({'day', 'book'})",2
0.011284643856639884,"frozenset({'days', 'book'})",2
0.01868737022659565,"frozenset({'definitely', 'book'})",2
0.011194366705786765,"frozenset({'book', 'detail'})",2
0.028798411122144985,"frozenset({'didnt', 'book'})",2
0.023291504920104723,"frozenset({'different', 'book'})",2
0.012909632571996028,"frozenset({'disappointed', 'book'})",2
0.01254852396858355,"frozenset({'doesnt', 'book'})",2
0.015708224248442718,"frozenset({'done', 'book'})",2
0.04486774397400018,"frozenset({'dont', 'book'})",2
0.037465017604044415,"frozenset({'easy', 'book'})",2
0.010020763744696218,"frozenset({'else', 'book'})",2
0.02527760223887334,"frozenset({'end', 'book'})",2
0.011284643856639884,"frozenset({'ending', 'book'})",2
0.02338178207095784,"frozenset({'enjoy', 'book'})",2
0.010381872348108693,"frozenset({'book', 'enjoyable'})",2
0.037826126207456894,"frozenset({'enjoyed', 'book'})",2
0.01760404441635822,"frozenset({'enough', 'book'})",2
0.010291595197255575,"frozenset({'entertaining', 'book'})",2
0.01769432156721134,"frozenset({'book', 'especially'})",2
0.047214949896181274,"frozenset({'even', 'book'})",2
0.039812223526225515,"frozenset({'ever', 'book'})",2
0.040444163582197344,"frozenset({'every', 'book'})",2
0.0194095874334206,"frozenset({'everyone', 'book'})",2
0.01769432156721134,"frozenset({'everything', 'book'})",2
0.010562426649814933,"frozenset({'examples', 'book'})",2
0.04215942944840661,"frozenset({'book', 'excellent'})",2
0.01074298095152117,"frozenset({'experience', 'book'})",2
0.011194366705786765,"frozenset({'fact', 'book'})",2
0.019319310282567483,"frozenset({'family', 'book'})",2
0.017152658662092625,"frozenset({'book', 'fan'})",2
0.019860973187686197,"frozenset({'far', 'book'})",2
0.021124853299629865,"frozenset({'favorite', 'book'})",2
0.02058319039451115,"frozenset({'feel', 'book'})",2
0.012999909722849147,"frozenset({'book', 'felt'})",2
0.01065270380066805,"frozenset({'fiction', 'book'})",2
0.03890945201769432,"frozenset({'find', 'book'})",2
0.014805452739911528,"frozenset({'finished', 'book'})",2
0.06942312900604856,"frozenset({'first', 'book'})",2
0.012909632571996028,"frozenset({'book', 'follow'})",2
0.010111040895549336,"frozenset({'book', 'forward'})",2
0.04856910715897806,"frozenset({'found', 'book'})",2
0.011555475309199242,"frozenset({'friend', 'book'})",2
0.015708224248442718,"frozenset({'friends', 'book'})",2
0.016249887153561432,"frozenset({'full', 'book'})",2
0.020944298997923626,"frozenset({'fun', 'book'})",2
0.0156179470975896,"frozenset({'funny', 'book'})",2
0.014173512683939694,"frozenset({'gave', 'book'})",2
0.05858987090367428,"frozenset({'book', 'get'})",2
0.010111040895549336,"frozenset({'getting', 'book'})",2
0.012819355421142908,"frozenset({'gift', 'book'})",2
0.026631759501670127,"frozenset({'give', 'book'})",2
0.011284643856639884,"frozenset({'given', 'book'})",2
0.01832626162318317,"frozenset({'gives', 'book'})",2
0.011194366705786765,"frozenset({'god', 'book'})",2
0.024735939333754627,"frozenset({'going', 'book'})",2
0.11113117270018959,"frozenset({'good', 'book'})",2
0.029069242574704342,"frozenset({'book', 'got'})",2
0.13108242303872888,"frozenset({'book', 'great'})",2
0.010923535253227408,"frozenset({'guide', 'book'})",2
0.02058319039451115,"frozenset({'hard', 'book'})",2
0.010562426649814933,"frozenset({'heart', 'book'})",2
0.02247901056242665,"frozenset({'help', 'book'})",2
0.01083325810237429,"frozenset({'helped', 'book'})",2
0.015076284192470885,"frozenset({'helpful', 'book'})",2
0.01254852396858355,"frozenset({'high', 'book'})",2
0.03728446330233818,"frozenset({'highly', 'book'})",2
0.024194276428635912,"frozenset({'history', 'book'})",2
0.011284643856639884,"frozenset({'home', 'book'})",2
0.01272907827028979,"frozenset({'book', 'hope'})",2
0.02545815654057958,"frozenset({'however', 'book'})",2
0.011104089554933647,"frozenset({'ideas', 'book'})",2
0.011013812404080527,"frozenset({'illustrations', 'book'})",2
0.010923535253227408,"frozenset({'important', 'book'})",2
0.034937257380157086,"frozenset({'information', 'book'})",2
0.011284643856639884,"frozenset({'informative', 'book'})",2
0.021395684752189222,"frozenset({'interested', 'book'})",2
0.03909000631940056,"frozenset({'book', 'interesting'})",2
0.011465198158346122,"frozenset({'isnt', 'book'})",2
0.03773584905660377,"frozenset({'ive', 'book'})",2
0.015256838494177125,"frozenset({'job', 'book'})",2
0.020763744696217386,"frozenset({'book', 'keep'})",2
0.010923535253227408,"frozenset({'kept', 'book'})",2
0.01173602961090548,"frozenset({'kids', 'book'})",2
0.011465198158346122,"frozenset({'book', 'kind'})",2
0.044687189672293945,"frozenset({'book', 'know'})",2
0.011104089554933647,"frozenset({'language', 'book'})",2
0.018416538774036293,"frozenset({'last', 'book'})",2
0.021124853299629865,"frozenset({'learn', 'book'})",2
0.010201318046402456,"frozenset({'book', 'learning'})",2
0.011374921007493004,"frozenset({'book', 'left'})",2
0.013090186873702265,"frozenset({'library', 'book'})",2
0.05741626794258373,"frozenset({'book', 'life'})",2
0.1017423490114652,"frozenset({'like', 'book'})",2
0.016972104360386386,"frozenset({'liked', 'book'})",2
0.038638620565134965,"frozenset({'little', 'book'})",2
0.01074298095152117,"frozenset({'lives', 'book'})",2
0.02049291324365803,"frozenset({'long', 'book'})",2
0.02338178207095784,"frozenset({'look', 'book'})",2
0.027624808161054438,"frozenset({'looking', 'book'})",2
0.03222894285456351,"frozenset({'book', 'lot'})",2
0.06897174325178297,"frozenset({'love', 'book'})",2
0.037826126207456894,"frozenset({'loved', 'book'})",2
0.03033312268664801,"frozenset({'made', 'book'})",2
0.010111040895549336,"frozenset({'book', 'main'})",2
0.036833077548072586,"frozenset({'make', 'book'})",2
0.029159519725557463,"frozenset({'makes', 'book'})",2
0.010923535253227408,"frozenset({'making', 'book'})",2
0.012819355421142908,"frozenset({'man', 'book'})",2
0.060034305317324184,"frozenset({'many', 'book'})",2
0.01769432156721134,"frozenset({'book', 'may'})",2
0.011555475309199242,"frozenset({'might', 'book'})",2
